slug,inferred_name,url
graduate-certificate-in-environmental-science0,graduate certificate in environmental science0,https://www.sydney.edu.au/courses/courses/pc/graduate-certificate-in-environmental-science0.html
master-of-veterinary-clinical-studies,master of veterinary clinical studies,https://www.sydney.edu.au/courses/courses/pr/master-of-veterinary-clinical-studies.html
doctor-of-philosophy-science-mcp-and-phd,doctor of philosophy science mcp and phd,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-science-mcp-and-phd.html
doctor-of-philosophy-arts-and-social-sciences0,doctor of philosophy arts and social sciences0,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-arts-and-social-sciences0.html
doctor-of-philosophy-business0,doctor of philosophy business0,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-business0.html
doctor-of-philosophy-engineering,doctor of philosophy engineering,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-engineering.html
doctor-of-philosophy-medicine-and-health0,doctor of philosophy medicine and health0,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-medicine-and-health0.html
doctor-of-philosophy-science0,doctor of philosophy science0,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-science0.html
doctor-of-musical-arts0,doctor of musical arts0,https://www.sydney.edu.au/courses/courses/pr/doctor-of-musical-arts0.html
doctor-of-philosophy-architecture-design-and-planning,doctor of philosophy architecture design and planning,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-architecture-design-and-planning.html
doctor-of-philosophy-law0,doctor of philosophy law0,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-law0.html
doctor-of-philosophy-music,doctor of philosophy music,https://www.sydney.edu.au/courses/courses/pr/doctor-of-philosophy-music.html
master-of-criminology-research,master of criminology research,https://www.sydney.edu.au/courses/courses/pr/master-of-criminology-research.html
master-of-arts-research0,master of arts research0,https://www.sydney.edu.au/courses/courses/pr/master-of-arts-research0.html
master-of-philosophy-business0,master of philosophy business0,https://www.sydney.edu.au/courses/courses/pr/master-of-philosophy-business0.html
master-of-laws-research,master of laws research,https://www.sydney.edu.au/courses/courses/pr/master-of-laws-research.html
master-of-philosophy-engineering,master of philosophy engineering,https://www.sydney.edu.au/courses/courses/pr/master-of-philosophy-engineering.html
master-of-fine-arts0,master of fine arts0,https://www.sydney.edu.au/courses/courses/pr/master-of-fine-arts0.html
master-of-philosophy-arts-and-social-sciences,master of philosophy arts and social sciences,https://www.sydney.edu.au/courses/courses/pr/master-of-philosophy-arts-and-social-sciences.html
master-of-education-research0,master of education research0,https://www.sydney.edu.au/courses/courses/pr/master-of-education-research0.html
master-of-philosophy-architecture-design-and-planning,master of philosophy architecture design and planning,https://www.sydney.edu.au/courses/courses/pr/master-of-philosophy-architecture-design-and-planning.html
master-of-philosophy-science0,master of philosophy science0,https://www.sydney.edu.au/courses/courses/pr/master-of-philosophy-science0.html
master-of-music-musicology0,master of music musicology0,https://www.sydney.edu.au/courses/courses/pr/master-of-music-musicology0.html
master-of-music-music-education0,master of music music education0,https://www.sydney.edu.au/courses/courses/pr/master-of-music-music-education0.html
master-of-music-composition0,master of music composition0,https://www.sydney.edu.au/courses/courses/pr/master-of-music-composition0.html
master-of-music-performance0,master of music performance0,https://www.sydney.edu.au/courses/courses/pr/master-of-music-performance0.html
master-of-philosophy-medicine-and-health,master of philosophy medicine and health,https://www.sydney.edu.au/courses/courses/pr/master-of-philosophy-medicine-and-health.html
bachelor-of-commerce0,bachelor of commerce0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce0.html
bachelor-of-commerce-and-bachelor-of-science0,bachelor of commerce and bachelor of science0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-and-bachelor-of-science0.html
bachelor-of-commerce-and-bachelor-of-arts0,bachelor of commerce and bachelor of arts0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-and-bachelor-of-arts0.html
bachelor-of-engineering-honours-and-bachelor-of-commerce0,bachelor of engineering honours and bachelor of commerce0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-commerce0.html
bachelor-of-commerce-and-bachelor-of-laws0,bachelor of commerce and bachelor of laws0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-and-bachelor-of-laws0.html
bachelor-of-advanced-computing-and-bachelor-of-commerce0,bachelor of advanced computing and bachelor of commerce0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing-and-bachelor-of-commerce0.html
diploma-of-music,diploma of music,https://www.sydney.edu.au/courses/courses/uc/diploma-of-music.html
bachelor-of-music-composition,bachelor of music composition,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music-composition.html
bachelor-of-music-music-education,bachelor of music music education,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music-music-education.html
bachelor-of-music-performance,bachelor of music performance,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music-performance.html
bachelor-of-arts-languages-honours,bachelor of arts languages honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-languages-honours.html
bachelor-of-arts-media-and-communications-honours,bachelor of arts media and communications honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-media-and-communications-honours.html
bachelor-of-arts-honours,bachelor of arts honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-honours.html
bachelor-of-health-sciences-honours,bachelor of health sciences honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-health-sciences-honours.html
bachelor-of-international-and-global-studies-honours,bachelor of international and global studies honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-international-and-global-studies-honours.html
bachelor-of-design-in-architecture,bachelor of design in architecture,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-in-architecture.html
bachelor-of-applied-science-exercise-and-sport-science-honours,bachelor of applied science exercise and sport science honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-exercise-and-sport-science-honours.html
bachelor-of-commerce-honours,bachelor of commerce honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-honours.html
bachelor-of-design-in-architecture-honours,bachelor of design in architecture honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-in-architecture-honours.html
bachelor-of-economics-honours,bachelor of economics honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-honours.html
bachelor-of-liberal-arts-and-science-honours,bachelor of liberal arts and science honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science-honours.html
bachelor-of-medical-science-honours,bachelor of medical science honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-medical-science-honours.html
bachelor-of-music-studies-honours,bachelor of music studies honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music-studies-honours.html
bachelor-of-nursing-honours,bachelor of nursing honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-nursing-honours.html
bachelor-of-political-economic-and-social-sciences-honours,bachelor of political economic and social sciences honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-political-economic-and-social-sciences-honours.html
bachelor-of-science-honours,bachelor of science honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-honours.html
bachelor-of-design-in-architecture-honours-and-master-of-architecture,bachelor of design in architecture honours and master of architecture,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-in-architecture-honours-and-master-of-architecture.html
bachelor-of-commerce-and-bachelor-of-advanced-studies-dalyell-scholars,bachelor of commerce and bachelor of advanced studies dalyell scholars,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-and-bachelor-of-advanced-studies-dalyell-scholars.html
bachelor-of-visual-arts-and-bachelor-of-advanced-studies,bachelor of visual arts and bachelor of advanced studies,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-visual-arts-and-bachelor-of-advanced-studies.html
bachelor-of-science-and-doctor-of-medicine,bachelor of science and doctor of medicine,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-doctor-of-medicine.html
bachelor-of-science-and-master-of-nutrition-and-dietetics,bachelor of science and master of nutrition and dietetics,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-master-of-nutrition-and-dietetics.html
bachelor-of-arts-and-bachelor-of-social-work,bachelor of arts and bachelor of social work,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-bachelor-of-social-work.html
bachelor-of-commerce-and-bachelor-of-advanced-studies,bachelor of commerce and bachelor of advanced studies,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-and-bachelor-of-advanced-studies.html
bachelor-of-architecture-and-environments-honours,bachelor of architecture and environments honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-architecture-and-environments-honours.html
bachelor-of-project-management-honours,bachelor of project management honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-project-management-honours.html
bachelor-of-advanced-computing-and-bachelor-of-science,bachelor of advanced computing and bachelor of science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing-and-bachelor-of-science.html
bachelor-of-advanced-computing-and-bachelor-of-science-health,bachelor of advanced computing and bachelor of science health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing-and-bachelor-of-science-health.html
bachelor-of-advanced-computing-and-bachelor-of-science-medical-science,bachelor of advanced computing and bachelor of science medical science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing-and-bachelor-of-science-medical-science.html
bachelor-of-advanced-computing,bachelor of advanced computing,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing.html
bachelor-of-arts-and-bachelor-of-advanced-studies,bachelor of arts and bachelor of advanced studies,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-bachelor-of-advanced-studies.html
bachelor-of-arts-and-bachelor-of-laws,bachelor of arts and bachelor of laws,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-bachelor-of-laws.html
bachelor-of-arts-and-doctor-of-medicine,bachelor of arts and doctor of medicine,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-doctor-of-medicine.html
bachelor-of-arts,bachelor of arts,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts.html
bachelor-of-music,bachelor of music,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music.html
bachelor-of-economics,bachelor of economics,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics.html
bachelor-of-science-and-bachelor-of-advanced-studies,bachelor of science and bachelor of advanced studies,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-advanced-studies.html
bachelor-of-science-and-bachelor-of-advanced-studies-advanced,bachelor of science and bachelor of advanced studies advanced,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-advanced-studies-advanced.html
bachelor-of-science-and-bachelor-of-advanced-studies-health,bachelor of science and bachelor of advanced studies health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-advanced-studies-health.html
bachelor-of-science-and-bachelor-of-advanced-studies-medical-science,bachelor of science and bachelor of advanced studies medical science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-advanced-studies-medical-science.html
bachelor-of-science,bachelor of science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science.html
bachelor-of-science-health,bachelor of science health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-health.html
bachelor-of-science-medical-science,bachelor of science medical science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-medical-science.html
bachelor-of-science-and-bachelor-of-laws,bachelor of science and bachelor of laws,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-laws.html
bachelor-of-nursing-post-registration-singapore,bachelor of nursing post registration singapore,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-nursing-post-registration-singapore.html
bachelor-of-visual-arts-honours,bachelor of visual arts honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-visual-arts-honours.html
bachelor-of-architecture-and-environments,bachelor of architecture and environments,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-architecture-and-environments.html
bachelor-of-applied-science-diagnostic-radiography,bachelor of applied science diagnostic radiography,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-diagnostic-radiography.html
bachelor-of-applied-science-physiotherapy,bachelor of applied science physiotherapy,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-physiotherapy.html
bachelor-of-applied-science-speech-pathology,bachelor of applied science speech pathology,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-speech-pathology.html
bachelor-of-economics-and-bachelor-of-advanced-studies,bachelor of economics and bachelor of advanced studies,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-and-bachelor-of-advanced-studies.html
bachelor-of-economics-and-bachelor-of-laws,bachelor of economics and bachelor of laws,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-and-bachelor-of-laws.html
bachelor-of-oral-health,bachelor of oral health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-oral-health.html
bachelor-of-visual-arts,bachelor of visual arts,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-visual-arts.html
bachelor-of-project-management0,bachelor of project management0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-project-management0.html
bachelor-of-social-work0,bachelor of social work0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-social-work0.html
diploma-of-arts0,diploma of arts0,https://www.sydney.edu.au/courses/courses/uc/diploma-of-arts0.html
diploma-of-language-studies0,diploma of language studies0,https://www.sydney.edu.au/courses/courses/uc/diploma-of-language-studies0.html
bachelor-of-applied-science-exercise-physiology7,bachelor of applied science exercise physiology7,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-exercise-physiology7.html
bachelor-of-applied-science-exercise-and-sport-science0,bachelor of applied science exercise and sport science0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-exercise-and-sport-science0.html
bachelor-of-arts-and-bachelor-of-advanced-studies-dalyell-scholars,bachelor of arts and bachelor of advanced studies dalyell scholars,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-bachelor-of-advanced-studies-dalyell-scholars.html
bachelor-of-arts-dual-degree-sciences-po-france0,bachelor of arts dual degree sciences po france0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-dual-degree-sciences-po-france0.html
bachelor-of-economics-dual-degree-sciences-po-france0,bachelor of economics dual degree sciences po france0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-dual-degree-sciences-po-france0.html
bachelor-of-veterinary-biology-and-doctor-of-veterinary-medicine0,bachelor of veterinary biology and doctor of veterinary medicine0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-veterinary-biology-and-doctor-of-veterinary-medicine0.html
bachelor-of-music-and-bachelor-of-advanced-studies-performance,bachelor of music and bachelor of advanced studies performance,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music-and-bachelor-of-advanced-studies-performance.html
bachelor-of-music-and-bachelor-of-advanced-studies-composition,bachelor of music and bachelor of advanced studies composition,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music-and-bachelor-of-advanced-studies-composition.html
bachelor-of-engineering-honours-civil-engineering-and-bachelor-of-design-in-architecture0,bachelor of engineering honours civil engineering and bachelor of design in architecture0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-civil-engineering-and-bachelor-of-design-in-architecture0.html
bachelor-of-applied-science-occupational-therapy0,bachelor of applied science occupational therapy0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-applied-science-occupational-therapy0.html
bachelor-of-science-extended,bachelor of science extended,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-extended.html
bachelor-of-science-extended-health,bachelor of science extended health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-extended-health.html
bachelor-of-arts-extended,bachelor of arts extended,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-extended.html
bachelor-of-pharmacy-honours-and-master-of-pharmacy-practice,bachelor of pharmacy honours and master of pharmacy practice,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-pharmacy-honours-and-master-of-pharmacy-practice.html
bachelor-of-pharmacy-and-management-honours-and-master-of-pharmacy-practice,bachelor of pharmacy and management honours and master of pharmacy practice,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-pharmacy-and-management-honours-and-master-of-pharmacy-practice.html
bachelor-of-education-health-and-physical-education0,bachelor of education health and physical education0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-education-health-and-physical-education0.html
bachelor-of-education-early-childhood0,bachelor of education early childhood0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-education-early-childhood0.html
bachelor-of-education-primary0,bachelor of education primary0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-education-primary0.html
bachelor-of-education-secondary,bachelor of education secondary,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-education-secondary.html
bachelor-of-education-and-bachelor-of-advanced-studies-secondary,bachelor of education and bachelor of advanced studies secondary,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-education-and-bachelor-of-advanced-studies-secondary.html
bachelor-of-engineering-honours-software-engineering1,bachelor of engineering honours software engineering1,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-software-engineering1.html
bachelor-of-engineering-honours-with-space,bachelor of engineering honours with space,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-with-space.html
bachelor-of-engineering-honours-and-bachelor-of-laws1,bachelor of engineering honours and bachelor of laws1,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-laws1.html
bachelor-of-engineering-honours-and-bachelor-of-project-management,bachelor of engineering honours and bachelor of project management,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-project-management.html
bachelor-of-engineering-honours-mechatronic-engineering2,bachelor of engineering honours mechatronic engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-mechatronic-engineering2.html
bachelor-of-engineering-honours-mechanical-engineering2,bachelor of engineering honours mechanical engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-mechanical-engineering2.html
bachelor-of-engineering-honours-flexible-first-year,bachelor of engineering honours flexible first year,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-flexible-first-year.html
bachelor-of-engineering-honours-electrical-engineering2,bachelor of engineering honours electrical engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-electrical-engineering2.html
bachelor-of-engineering-honours-dalyell-scholars,bachelor of engineering honours dalyell scholars,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-dalyell-scholars.html
bachelor-of-engineering-honours-civil-engineering2,bachelor of engineering honours civil engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-civil-engineering2.html
bachelor-of-engineering-honours-chemical-and-biomolecular-engineering2,bachelor of engineering honours chemical and biomolecular engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-chemical-and-biomolecular-engineering2.html
bachelor-of-engineering-honours-biomedical-engineering2,bachelor of engineering honours biomedical engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-biomedical-engineering2.html
bachelor-of-engineering-honours-aeronautical-engineering2,bachelor of engineering honours aeronautical engineering2,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-aeronautical-engineering2.html
bachelor-of-engineering-honours-and-bachelor-of-science1,bachelor of engineering honours and bachelor of science1,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-science1.html
bachelor-of-engineering-honours-biomedical-engineering-and-bachelor-of-science-health,bachelor of engineering honours biomedical engineering and bachelor of science health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-biomedical-engineering-and-bachelor-of-science-health.html
bachelor-of-engineering-honours-and-bachelor-of-arts1,bachelor of engineering honours and bachelor of arts1,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-arts1.html
bachelor-of-psychology-honours,bachelor of psychology honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-psychology-honours.html
bachelor-of-psychology,bachelor of psychology,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-psychology.html
bachelor-of-design-interaction-design,bachelor of design interaction design,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-interaction-design.html
bachelor-of-design-honours,bachelor of design honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-honours.html
bachelor-of-design-and-bachelor-of-advanced-studies-interaction-design,bachelor of design and bachelor of advanced studies interaction design,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-and-bachelor-of-advanced-studies-interaction-design.html
bachelor-of-agricultural-science-honours,bachelor of agricultural science honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-agricultural-science-honours.html
bachelor-of-agricultural-science,bachelor of agricultural science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-agricultural-science.html
bachelor-of-science-advanced,bachelor of science advanced,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-advanced.html
bachelor-of-liberal-arts-and-science-advanced-honours,bachelor of liberal arts and science advanced honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science-advanced-honours.html
bachelor-of-advanced-studies-media-and-communications0,bachelor of advanced studies media and communications0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-studies-media-and-communications0.html
bachelor-of-engineering-honours-environmental-engineering,bachelor of engineering honours environmental engineering,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-environmental-engineering.html
bachelor-of-economics-and-bachelor-of-arts,bachelor of economics and bachelor of arts,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-and-bachelor-of-arts.html
bachelor-of-science-and-bachelor-of-arts,bachelor of science and bachelor of arts,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-arts.html
bachelor-of-advanced-studies-honours-politics-and-international-relations,bachelor of advanced studies honours politics and international relations,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-studies-honours-politics-and-international-relations.html
bachelor-of-politics-philosophy-and-economics,bachelor of politics philosophy and economics,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-politics-philosophy-and-economics.html
bachelor-of-languages,bachelor of languages,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-languages.html
bachelor-of-international-studies,bachelor of international studies,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-international-studies.html
bachelor-of-media-and-communications,bachelor of media and communications,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-media-and-communications.html
bachelor-of-languages-honours,bachelor of languages honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-languages-honours.html
bachelor-of-international-studies-honours,bachelor of international studies honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-international-studies-honours.html
bachelor-of-media-and-communications-honours,bachelor of media and communications honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-media-and-communications-honours.html
bachelor-of-politics-philosophy-and-economics-honours,bachelor of politics philosophy and economics honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-politics-philosophy-and-economics-honours.html
bachelor-of-animal-and-veterinary-bioscience-honours,bachelor of animal and veterinary bioscience honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-animal-and-veterinary-bioscience-honours.html
bachelor-of-animal-and-veterinary-bioscience,bachelor of animal and veterinary bioscience,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-animal-and-veterinary-bioscience.html
bachelor-of-wildlife-conservation-taronga-honours,bachelor of wildlife conservation taronga honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-wildlife-conservation-taronga-honours.html
bachelor-of-wildlife-conservation-taronga,bachelor of wildlife conservation taronga,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-wildlife-conservation-taronga.html
bachelor-of-science-and-bachelor-of-advanced-studies-dalyell-scholars,bachelor of science and bachelor of advanced studies dalyell scholars,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-advanced-studies-dalyell-scholars.html
bachelor-of-biomedicine-and-health,bachelor of biomedicine and health,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-biomedicine-and-health.html
bachelor-of-mathematical-sciences,bachelor of mathematical sciences,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-mathematical-sciences.html
bachelor-of-mathematical-sciences-honours,bachelor of mathematical sciences honours,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-mathematical-sciences-honours.html
bachelor-of-nursing-advanced-studies0,bachelor of nursing advanced studies0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-nursing-advanced-studies0.html
bachelor-of-engineering-honours-and-bachelor-of-science-medical-science,bachelor of engineering honours and bachelor of science medical science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-science-medical-science.html
bachelor-of-arts-and-master-of-nursing0,bachelor of arts and master of nursing0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-master-of-nursing0.html
bachelor-of-science-and-master-of-nursing0,bachelor of science and master of nursing0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-master-of-nursing0.html
bachelor-of-science-health-and-master-of-nursing0,bachelor of science health and master of nursing0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-health-and-master-of-nursing0.html
bachelor-of-liberal-arts-and-science,bachelor of liberal arts and science,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science.html
bachelor-of-liberal-arts-and-science-advanced0,bachelor of liberal arts and science advanced0,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science-advanced0.html
bachelor-of-liberal-arts-and-science-extended1,bachelor of liberal arts and science extended1,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science-extended1.html
